ProductID=Product Category=Product Sub-Category=Product Name=Unit Price=Unit Cost
TEC-PH/AB10015140#5816=Technology=Phones=Samsung Convoy 3=110.99=79.91
OFF-BI/SJ2050045#3729=Office Supplies=Binders=Cardinal Holdit Business Card Pockets=3.98=2.59
"FUR-BO/DM1295545#5968=Furniture=Bookcases=Sauder Library with Doors, Pine=259.32=191.9"
"TEC-AC/CC1261048#5224=Technology=Accessories=Memorex Router, Erganomic=244.02=170.82"
"OFF-AR/BE114557#3285=Office Supplies=Art=Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink=3.26=1.83"
"FUR-TA/TG2164014#3442=Furniture=Tables=Bevis Wood Table, with Bottom Storage=533.61=362.88"
"FUR-CH/VM2168545#5411=Furniture=Chairs=Novimex Swivel Stool, Adjustable=166.95=125.22"
OFF-BI/SC2069539#4884=Office Supplies=Binders=Insertable Tab Indexes For Data Binders=0.64=1.72
OFF-BI/SN2056097#4345=Office Supplies=Binders=GBC Ibimaster 500 Manual ProClick Binding System=760.98=380.49
"OFF-AP/CD122807#3873=Office Supplies=Appliances=Cuisinart Stove, Red=538.29=322.98"
"TEC-CO/CC1210045#3683=Technology=Copiers=Canon Fax and Copier, Digital=190.98=95.49"
TEC-PH/BG1103544#5089=Technology=Phones=LG G3=156.79=139.15
"FUR-FU/CC125507#2871=Furniture=Furnishings=3M Polarizing Task Lamp with Clamp Arm, Light Gray=136.98=101.37"
OFF-BI/AB101057#4827=Office Supplies=Binders=Ibico Ibimaster 300 Manual Binding System=367.99=202.39
TEC-PH/SV2078559#2879=Technology=Phones=Aastra 6757i CT Wireless VoIP phone=172.35=152.96
"TEC-AC/HW1493545#5136=Technology=Accessories=Logitech Router, Programmable=248.82=159.27"
"FUR-CH/AS1028558#5773=Furniture=Chairs=SAFCO Executive Leather Armchair, Adjustable=247.42=191.76"
FUR-TA/LD1685545#3412=Furniture=Tables=Bevis Boat-Shaped Conference Table=131.06=199.2
"FUR-BO/NS1850528#3642=Furniture=Bookcases=Bush Library with Doors, Traditional=338.82=233.19"
TEC-MA/CM1271582#3700=Technology=Machines=Canon PC170 Desktop Personal Copier=95.97=84.77
"TEC-PH/VG2180527#3802=Technology=Phones=Cisco Signal Booster, VoIP=151.92=100.29"
"TEC-AC/JD606049#5226=Technology=Accessories=Memorex Router, USB=246.42=226.71"
"FUR-BO/MG17680144#4861=Furniture=Bookcases=Ikea Library with Doors, Mobile=195.15=195.16"
"TEC-CO/CD1228058#6009=Technology=Copiers=Sharp Wireless Fax, Color=357.36=239.46"
"FUR-TA/DB13210139#4712=Furniture=Tables=Hon Wood Table, Rectangular=528.9=449.58"
"FUR-TA/CS118608#3760=Furniture=Tables=Chromcraft Computer Table, Fully Assembled=296.6=148.3"
"FUR-BO/AF1088558#5788=Furniture=Bookcases=Safco Library with Doors, Traditional=350.81=378.12"
"TEC-CO/BN11470130#5997=Technology=Copiers=Sharp Fax Machine, Color=297.09=273.33"
"TEC-MA/GG1465045#6138=Technology=Machines=StarTech Card Printer, White=161.91=136.02"
"FUR-BO/BS166560#3904=Furniture=Bookcases=Dania Library with Doors, Traditional=337.03=195.72"
"FUR-TA/AC1045058#5057=Furniture=Tables=Lesro Conference Table, Adjustable Height=859.77=799.59"
"OFF-AP/CK1220564#3576=Office Supplies=Appliances=Breville Refrigerator, Silver=520.08=379.68"
"TEC-PH/JD16150139#5813=Technology=Phones=Samsung Audio Dock, Full Size=168.12=104.25"
TEC-PH/CC2550137#5625=Technology=Phones=Polycom VoiceStation 500 Conference phone=235.96=221.21
"OFF-ST/MS17830139#6033=Office Supplies=Storage=Smead File Cart, Single Width=128.88=119.88"
"TEC-AC/GT14710120#4186=Technology=Accessories=Enermax Router, Erganomic=230.53=199.8"
OFF-ST/CL1270058#4281=Office Supplies=Storage=Fellowes Recycled Storage Drawers=88.82=103.26
TEC-AC/MM1792045#6076=Technology=Accessories=Sony Micro Vault Click 16 GB USB 2.0 Flash Drive=44.79=42.55
"OFF-AP/CM1216093#3865=Office Supplies=Appliances=Cuisinart Microwave, Red=250.61=203.28"
"OFF-AR/DB1306027#6111=Office Supplies=Art=Stanley Highlighters, Easy-Erase=14.97=9.6"
"FUR-CH/JW522087#5775=Furniture=Chairs=SAFCO Executive Leather Armchair, Red=369.14=327.63"
"TEC-CO/BN1147082#3707=Technology=Copiers=Canon Wireless Fax, Color=247.07=235.68"
"OFF-ST/JC157757#4457=Office Supplies=Storage=Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black=42.39=50.87"
TEC-AC/HL1504093#4936=Technology=Accessories=Kensington K72356US Mouse-in-a-Box USB Desktop Mouse=13.27=10.78
"TEC-MA/LH1690018#5014=Technology=Machines=Konica Printer, Durable=267.96=187.59"
"TEC-PH/DV1304559#5336=Technology=Phones=Nokia Audio Dock, Full Size=168.03=115.95"
"OFF-AP/BT1153058#4958=Office Supplies=Appliances=KitchenAid Microwave, Silver=311.07=267.54"
"OFF-AP/BM165060#3570=Office Supplies=Appliances=Breville Microwave, Black=160.61=124.48"
FUR-FU/MG1820558#6235=Furniture=Furnishings=Tenex Chairmats For Use with Hard Floors=12.99=29.88
"FUR-TA/FC1424528#5062=Furniture=Tables=Lesro Round Table, Adjustable Height=242.24=248.3"
"OFF-ST/TT2122051#3360=Office Supplies=Storage=Belkin 19"""" Center-Weighted Shelf, Gray=58.98=56.03"
"TEC-MA/CY1274558#6148=Technology=Machines=StarTech Printer, Red=253.32=144.42"
"TEC-CO/SJ2021582#3686=Technology=Copiers=Canon Fax Machine, Color=319.83=239.88"
"FUR-CH/PB1880593#4545=Furniture=Chairs=Harbour Creations Rocking Chair, Black=144.66=120.09"
"TEC-CO/RW1969027#4765=Technology=Copiers=HP Copy Machine, Color=245.13=161.79"
"OFF-AP/DB3360146#4731=Office Supplies=Appliances=Hoover Microwave, Red=308.64=246.93"
"FUR-TA/DK1315048#5071=Furniture=Tables=Lesro Wood Table, Adjustable Height=328.73=464.94"
"FUR-BO/RW9540117#5778=Furniture=Bookcases=Safco Floating Shelf Set, Mobile=199.26=175.35"
OFF-BI/PS1904527#5614=Office Supplies=Binders=Plastic Binding Combs=4.55=8.03
"FUR-TA/AB10105140#4646=Furniture=Tables=Hon Conference Table, Fully Assembled=922.95=581.46"
"FUR-BO/MO1780066#5940=Furniture=Bookcases=Sauder 3-Shelf Cabinet, Metal=110.76=109.66"
"TEC-AC/NF1847527#5896=Technology=Accessories=SanDisk Router, Programmable=257.85=201.15"
"OFF-AR/MR1754558#5912=Office Supplies=Art=Sanford Highlighters, Fluorescent=17.01=9.87"
"TEC-MA/CB1241548#6142=Technology=Machines=StarTech Inkjet, Wireless=301.89=301.89"
"FUR-BO/LC1705092#3889=Furniture=Bookcases=Dania Classic Bookcase, Metal=410.22=402.03"
OFF-AR/RA1988527#5156=Office Supplies=Art=Lumber Crayons=7.88=6.11
"FUR-TA/MG814533#4647=Furniture=Tables=Hon Conference Table, Rectangular=490.16=435.02"
OFF-BI/EM1396058#4346=Office Supplies=Binders=GBC Imprintable Covers=10.98=5.6
"FUR-BO/DJ1342082#4851=Furniture=Bookcases=Ikea Classic Bookcase, Traditional=411.75=325.29"
"FUR-BO/CD1192045#5949=Furniture=Bookcases=Sauder Classic Bookcase, Mobile=438.51=385.89"
OFF-LA/BO1142582#3206=Office Supplies=Labels=Avery 487=3.69=1.96
"TEC-CO/KM16720102#4576=Technology=Copiers=Hewlett Fax Machine, Digital=319.56=194.94"
"TEC-MA/SV2078545#5548=Technology=Machines=Panasonic Inkjet, White=310.5=273.24"
"FUR-TA/BG1169582#4841=Furniture=Tables=Iceberg OfficeWorks 42"""" Round Tables=75.49=128.33"
OFF-PA/CS121307#6497=Office Supplies=Paper=Xerox 1942=48.94=24.47
"FUR-BO/BD163561#4860=Furniture=Bookcases=Ikea Library with Doors, Metal=362.85=232.23"
"OFF-AP/RF19345120#3868=Office Supplies=Appliances=Cuisinart Refrigerator, Black=495.51=287.4"
FUR-CH/JE1616559#5428=Furniture=Chairs=Office Star - Ergonomically Designed Knee Chair=64.78=71.26
"TEC-CO/MG768060#3681=Technology=Copiers=Canon Copy Machine, Laser=262.14=238.56"
OFF-PA/CC1247558#6441=Office Supplies=Paper=Xerox 1891=48.91=25.92
"OFF-PA/LT1676564#6361=Office Supplies=Paper=White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11=32.79=20.9"
TEC-AC/FH14365120#5097=Technology=Accessories=Logitech Desktop MK120 Mouse and keyboard Combo=16.36=14.72
"FUR-BO/BF1097545#5972=Furniture=Bookcases=Sauder Stackable Bookrack, Pine=149.34=92.61"
"OFF-AP/CJ1201027#4498=Office Supplies=Appliances=Hamilton Beach Microwave, Red=282.51=183.66"
"FUR-BO/SH997557#3887=Furniture=Bookcases=Dania 3-Shelf Cabinet, Pine=132.8=94.26"
"FUR-TA/SL2015582#4713=Furniture=Tables=Hon Wood Table, with Bottom Storage=283.38=279.84"
"FUR-BO/NC834073#3892=Furniture=Bookcases=Dania Classic Bookcase, Traditional=273.84=139.66"
OFF-BI/JB5400117#4358=Office Supplies=Binders=GBC Prestige Therm-A-Bind Covers=34.31=18.18
OFF-BI/TB2125031#6345=Office Supplies=Binders=Vinyl Sectional Post Binders=11.31=18.85
"FUR-BO/PS1897028#5942=Furniture=Bookcases=Sauder 3-Shelf Cabinet, Pine=151.23=129.39"
"FUR-TA/BB1154548#3759=Furniture=Tables=Chromcraft Computer Table, Adjustable Height=445.62=227.28"
"TEC-CO/SG1047047#4791=Technology=Copiers=HP Wireless Fax, High-Speed=322.57=243.72"
"OFF-ST/SP20920130#6248=Office Supplies=Storage=Tenex File Cart, Single Width=120.74=122.1"
"OFF-AP/NZ1856558#4500=Office Supplies=Appliances=Hamilton Beach Microwave, White=187.1=153.44"
"TEC-MA/Dp1324027#5016=Technology=Machines=Konica Printer, White=226.31=186.39"
"TEC-AC/GZ1447064#5135=Technology=Accessories=Logitech Router, Erganomic=245.13=201.03"
OFF-AR/AH1007582#5289=Office Supplies=Art=Newell 312=4.67=4.09
"TEC-CO/CB2025103#4767=Technology=Copiers=HP Copy Machine, Laser=206.83=121.68"
"TEC-PH/SC200507#3786=Technology=Phones=Cisco Audio Dock, VoIP=182.16=111.12"
TEC-PH/AM10705125#5163=Technology=Phones=Macally Suction Cup Mount=9.56=11.95
"FUR-TA/SC102302#3761=Furniture=Tables=Chromcraft Computer Table, Rectangular=235.2=167.58"
TEC-AC/JS1559559#6078=Technology=Accessories=Sony Micro Vault Click 8 GB USB 2.0 Flash Drive=37.59=40.41
OFF-LA/BS1138059#3327=Office Supplies=Labels=Avery White Multi-Purpose Labels=3.98=2.69
OFF-BI/TC21295130#6393=Office Supplies=Binders=Wilson Jones Four-Pocket Poly Binders=1.31=3.34
"TEC-PH/JL5130108#3787=Technology=Phones=Cisco Audio Dock, with Caller ID=182.07=103.8"
"FUR-TA/Dp1324066#5055=Furniture=Tables=Lesro Computer Table, Fully Assembled=428.34=291.3"
"TEC-PH/NF1838511#5359=Technology=Phones=Nokia Speaker Phone, VoIP=110.92=119.55"
"OFF-PA/AS10090139#3507=Office Supplies=Paper=Black Print Carbonless 8 1/2"""" x 8 1/4"""" Rapid Memo Book=5.82=3.93"
"TEC-AC/EL137357#5894=Technology=Accessories=SanDisk Router, Bluetooth=136.72=88.88"
TEC-AC/FH1427559#4945=Technology=Accessories=Kingston Digital DataTraveler 16GB USB 2.0=7.16=7.25
"OFF-AP/LT1676558#4744=Office Supplies=Appliances=Hoover Stove, Silver=483.84=569.22"
"TEC-PH/BN1147027#5248=Technology=Phones=Motorola Audio Dock, VoIP=104.08=123.18"
"TEC-PH/BP11230120#3800=Technology=Phones=Cisco Signal Booster, Cordless=154.68=145.41"
"TEC-MA/DM1352558#6149=Technology=Machines=StarTech Printer, White=254.58=208.77"
"OFF-SU/SM1032025#3001=Office Supplies=Supplies=Acme Trimmer, Easy Grip=46.2=36.06"
OFF-AR/PM191357#5331=Office Supplies=Art=Newell 350=2.62=2.33
"TEC-MA/TS1143085#5546=Technology=Machines=Panasonic Inkjet, Durable=265.38=249.78"
OFF-BI/TS2134018#3307=Office Supplies=Binders=Avery Printable Repositionable Plastic Tabs=6.88=4.56
"OFF-ST/AM107057#5695=Office Supplies=Storage=Rogers Folders, Industrial=31.17=26.82"
"TEC-CO/LS1724582#4574=Technology=Copiers=Hewlett Fax and Copier, Laser=192.87=156.24"
OFF-PA/CM1181597#6448=Office Supplies=Paper=Xerox 1898=6.68=3.47
"FUR-FU/FG1426045#4070=Furniture=Furnishings=Eldon Image Series Desk Accessories, Burgundy=4.18=2.68"
"TEC-PH/KN670560#5836=Technology=Phones=Samsung Signal Booster, Full Size=137.88=71.7"
"OFF-ST/TB1152089#4267=Office Supplies=Storage=Fellowes Lockers, Industrial=187.03=116.4"
"FUR-BO/GM1444091#5953=Furniture=Bookcases=Sauder Corner Shelving, Mobile=134.84=104.88"
"FUR-BO/AB10523#3901=Furniture=Bookcases=Dania Library with Doors, Metal=361.86=351.03"
TEC-AC/JB1540051#5140=Technology=Accessories=Logitech Wireless Gaming Headset G930=159.99=100.79
OFF-AR/JS1603097#5325=Office Supplies=Art=Newell 345=19.84=14.68
"FUR-TA/AM10705102#3342=Furniture=Tables=Barricks Computer Table, with Bottom Storage=480.03=460.83"
OFF-BI/SF2020039#4378=Office Supplies=Binders=GBC Wire Binding Combs=8.27=5.48
"FUR-TA/JF1529531#3413=Furniture=Tables=Bevis Coffee Table, Adjustable Height=224.26=288.36"
"TEC-MA/KH16510102#5547=Technology=Machines=Panasonic Inkjet, Red=262.85=222.66"
"TEC-MA/DL1333058#5020=Technology=Machines=Konica Receipt Printer, White=102.56=79.65"
"TEC-AC/KN163907#6341=Technology=Accessories=Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack=22.99=13.1"
"OFF-AP/SV2093527#4490=Office Supplies=Appliances=Hamilton Beach Blender, Black=69.18=67.11"
"OFF-AR/MD178607#3551=Office Supplies=Art=Boston School Pro Electric Pencil Sharpener, 1670=24.78=22.62"
OFF-PA/LS1720045#6553=Office Supplies=Paper=Xerox 1994=5.18=3.37
"FUR-TA/JM1586582#3348=Furniture=Tables=Barricks Round Table, Adjustable Height=327.41=488.61"
"FUR-BO/CM124457#3625=Furniture=Bookcases=Bush Classic Bookcase, Mobile=415.2=394.44"
"FUR-TA/SS20140104#3765=Furniture=Tables=Chromcraft Conference Table, Rectangular=609.17=731.01"
"FUR-CH/BW1111058#4558=Furniture=Chairs=Harbour Creations Steel Folding Chair, Black=95.46=80.19"
OFF-PA/JE1561058#6453=Office Supplies=Paper=Xerox 1901=4.22=2.9
"FUR-TA/GH1442527#3777=Furniture=Tables=Chromcraft Wood Table, Adjustable Height=484.71=368.4"
OFF-SU/JK1609058#2971=Office Supplies=Supplies=Acme Elite Stainless Steel Scissors=6.67=6.17
FUR-FU/SM2032036#6223=Furniture=Furnishings=Telescoping Adjustable Floor Lamp=8=14.99
"TEC-MA/GR1456082#6140=Technology=Machines=StarTech Inkjet, Durable=255.15=267.18"
OFF-PA/DH367577#6508=Office Supplies=Paper=Xerox 1952=4.98=2.64
"OFF-AR/MM8280108#3475=Office Supplies=Art=Binney & Smith Canvas, Blue=51.36=41.61"
"TEC-PH/PM913560#3785=Technology=Phones=Cisco Audio Dock, Full Size=155.86=155.88"
"TEC-MA/GH144257#4197=Technology=Machines=Epson Inkjet, Durable=306.63=205.47"
TEC-AC/JM1586597#4870=Technology=Accessories=Imation Bio 8GB USB Flash Drive Imation Corp=166.24=141.3
OFF-ST/CM1211564#6293=Office Supplies=Storage=Tennsco Regal Shelving Units=101.41=98.37
OFF-PA/SC2084527#6443=Office Supplies=Paper=Xerox 1893=32.79=20.9
"TEC-PH/GP474086#5264=Technology=Phones=Motorola Signal Booster, Full Size=144.42=121.32"
"TEC-PH/AF1087014#3152=Technology=Phones=Apple Speaker Phone, VoIP=111.05=81.45"
"OFF-AP/TS2150545#3875=Office Supplies=Appliances=Cuisinart Stove, White=536.43=455.97"
"TEC-CO/CR1273028#6000=Technology=Copiers=Sharp Fax Machine, Laser=266.09=274.98"
"OFF-AR/BM115757#5929=Office Supplies=Art=Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set=29.95=22.84"
"TEC-CO/AH100308#5994=Technology=Copiers=Sharp Fax and Copier, Digital=168.24=90.87"
"OFF-BI/AG1049527#4373=Office Supplies=Binders=GBC Velobind Prepunched Cover Sets, Regency Series=29.58=20.34"
FUR-FU/BN11470139#4329=Furniture=Furnishings=Flat Face Poster Frame=18.84=10.93
"TEC-CO/AG6758#3685=Technology=Copiers=Canon Fax and Copier, Laser=191.34=101.43"
"OFF-AP/SW2075545#3871=Office Supplies=Appliances=Cuisinart Refrigerator, White=410.2=276.78"
FUR-CH/SK1999045#5790=Furniture=Chairs=SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair=18.65=19.18
"TEC-PH/MP18175144#5844=Technology=Phones=Samsung Speaker Phone, Full Size=124.53=118.32"
TEC-AC/AG1090082#3407=Technology=Accessories=Belkin Standard 104 key USB Keyboard=11.67=12.4
"FUR-BO/AJ96086#3902=Furniture=Bookcases=Dania Library with Doors, Mobile=328.43=281.01"
OFF-PA/MC7275137#6534=Office Supplies=Paper=Xerox 1977=6.68=3.47
"TEC-MA/EJ13720113#5008=Technology=Machines=Konica Inkjet, Wireless=313.44=263.31"
"FUR-TA/MS1736539#4692=Furniture=Tables=Hon Round Table, with Bottom Storage=335.34=505.62"
"TEC-PH/DH13675139#3784=Technology=Phones=Cisco Audio Dock, Cordless=123.28=114.66"
"FUR-TA/HE1480018#3352=Furniture=Tables=Barricks Training Table, Adjustable Height=320.49=217.95"
OFF-AR/SB2017027#6632=Office Supplies=Art=Zebra Zazzle Fluorescent Highlighters=4.86=4.01
"FUR-TA/VT2170092#3432=Furniture=Tables=Bevis Round Table, with Bottom Storage=466.37=430.11"
OFF-PA/BC1112592#6516=Office Supplies=Paper=Xerox 196=4.62=2.95
"TEC-PH/NF1859527#5837=Technology=Phones=Samsung Signal Booster, VoIP=91.12=80.2"
OFF-BI/AH10120140#6634=Office Supplies=Binders=Zipper Ring Binder Pockets=2.5=1.59
"FUR-BO/RB19330120#5960=Furniture=Bookcases=Sauder Floating Shelf Set, Mobile=197.1=124.2"
"TEC-MA/CS11950124#4195=Technology=Machines=Epson Card Printer, White=143.11=122.91"
TEC-CO/BW11110120#3690=Technology=Copiers=Canon Image Class D660 Copier=599.99=323.99
"FUR-TA/LW1682558#3431=Furniture=Tables=Bevis Round Table, Rectangular=515.76=278.52"
"TEC-CO/RD19585120#3602=Technology=Copiers=Brother Ink, Laser=98=81.52"
OFF-ST/BT1168066#6294=Office Supplies=Storage=Tennsco Single-Tier Lockers=375.34=356.57
"TEC-MA/TB2117564#5512=Technology=Machines=Okidata Printer, White=221.54=194.85"
FUR-CH/MD7860137#4400=Furniture=Chairs=Global Deluxe High-Back Manager's Chair=200.19=203.05
"OFF-AP/JH1618059#4506=Office Supplies=Appliances=Hamilton Beach Stove, Red=542.34=298.29"
"FUR-CH/CC1214548#5457=Furniture=Chairs=Office Star Swivel Stool, Set of Two=132.14=176.19"
FUR-CH/XP2186539#4397=Furniture=Chairs=Global Comet Stacking Armless Chair=299.05=215.32
OFF-PA/TS2137058#6471=Office Supplies=Paper=Xerox 1919=40.99=20.9
"FUR-TA/ML1741031#3341=Furniture=Tables=Barricks Computer Table, Fully Assembled=206.1=349.92"
"TEC-MA/BS1166545#4199=Technology=Machines=Epson Inkjet, Wireless=308.22=175.71"
"FUR-TA/CA1196548#3349=Furniture=Tables=Barricks Round Table, Fully Assembled=352.09=417.48"
"TEC-CO/QJ1925527#3588=Technology=Copiers=Brother Copy Machine, High-Speed=262.29=154.77"
TEC-AC/RE1945036#4939=Technology=Accessories=KeyTronic 6101 Series - Keyboard - Black=40.99=23.36
"FUR-FU/CP2085117#4051=Furniture=Furnishings=Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry=8.51=7.66"
OFF-ST/JK5730108#3059=Office Supplies=Storage=Advantus Rolling Storage Box=17.15=12.52
"OFF-AP/HZ1495045#3572=Office Supplies=Appliances=Breville Microwave, Silver=151.23=275.25"
"FUR-BO/AR105707#4845=Furniture=Bookcases=Ikea 3-Shelf Cabinet, Mobile=144.96=124.68"
"TEC-PH/EH14005120#5270=Technology=Phones=Motorola Speaker Phone, Cordless=132.63=126"
"TEC-MA/JR1570058#5571=Technology=Machines=Panasonic Printer, Durable=177.74=154.64"
"OFF-PA/PL1892588#2856=Office Supplies=Paper=1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"""" X 11"""" Cards, 25 Env./Pack=5.88=3.9"
"OFF-ST/TC2114582#4078=Office Supplies=Storage=Eldon Lockers, Blue=178.12=178.14"
"TEC-AC/DG1330082#4187=Technology=Accessories=Enermax Router, Programmable=233.85=184.5"
OFF-AR/LW1699045#3837=Office Supplies=Art=Colorific Watercolor Pencils=5.16=3.66
"TEC-CO/Dl1360045#3610=Technology=Copiers=Brother Wireless Fax, High-Speed=250.84=206.1"
OFF-PA/SC2009545#4460=Office Supplies=Paper=Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)=5.98=3.29
OFF-SU/EB1393059#5634=Office Supplies=Supplies=Premier Automatic Letter Opener=192.3=233.16
OFF-BI/SM2000518#4374=Office Supplies=Binders=GBC VeloBinder Electric Binding Machine=36.29=60.49
"TEC-MA/JR1567048#5513=Technology=Machines=Okidata Printer, Wireless=241.65=257.76"
"FUR-CH/CM1216027#6016=Furniture=Chairs=Situations Contoured Folding Chairs, 4/Set=49.69=53.24"
"OFF-AP/DL129257#2889=Office Supplies=Appliances=Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection=97.26=85.11"
"TEC-PH/FM1429065#3803=Technology=Phones=Cisco Signal Booster, with Caller ID=151.83=123"
"OFF-EN/DP1316558#3089=Office Supplies=Envelopes=Ames Business Envelopes, Security-Tint=14.64=9.69"
FUR-FU/CK1259592#2864=Furniture=Furnishings=36X48 HARDFLOOR CHAIRMAT=16.78=19.51
"TEC-CO/GM1444027#4785=Technology=Copiers=HP Personal Copier, Digital=105.34=104.13"
OFF-BI/CM1183045#3983=Office Supplies=Binders=DXL Angle-View Binders with Locking Rings by Samsill=6.17=4.24
OFF-BI/MM1726027#2936=Office Supplies=Binders=Acco Translucent Poly Ring Binders=3.74=2.43
"FUR-TA/ME17320139#3762=Furniture=Tables=Chromcraft Computer Table, with Bottom Storage=354.74=345.9"
"TEC-PH/CS1249082#5351=Technology=Phones=Nokia Signal Booster, Full Size=137.79=108.87"
TEC-PH/GH14410120#3966=Technology=Phones=Digium D40 VoIP phone=128.99=91.58
OFF-ST/MC1763536#5422=Office Supplies=Storage=Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers=167.27=167.27
"OFF-ST/VT2170018#6315=Office Supplies=Storage=Trav-L-File Heavy-Duty Shuttle II, Black=43.57=30.5"
"TEC-CO/SJ2021527#3708=Technology=Copiers=Canon Wireless Fax, Digital=340.47=363.18"
"TEC-CO/CD1192027#4776=Technology=Copiers=HP Fax Machine, Laser=199.56=133.98"
"TEC-MA/TA21385102#5499=Technology=Machines=Okidata Card Printer, White=156.82=102.81"
"TEC-CO/DJ88887148#3689=Technology=Copiers=Canon Fax Machine, Laser=318.39=175.14"
TEC-PH/LM7065105#5560=Technology=Phones=Panasonic KX TS208W Corded phone=39.19=35.27
"FUR-BO/AR1051064#4863=Furniture=Bookcases=Ikea Library with Doors, Traditional=218.03=352.5"
"TEC-MA/JH1591066#4193=Technology=Machines=Epson Card Printer, Durable=170.07=112.26"
"TEC-CO/PC1900078#4575=Technology=Copiers=Hewlett Fax Machine, Color=321.36=208.89"
TEC-PH/CM12235139#6413=Technology=Phones=Wilson SignalBoost 841262 DB PRO Amplifier Kit=287.96=251.97
"OFF-BI/DK337533#4485=Office Supplies=Binders=Green Canvas Binder for 8-1/2"""" x 14"""" Sheets=34.24=21.4"
TEC-AC/EG1390045#5237=Technology=Accessories=Microsoft Sculpt Comfort Mouse=39.95=22.37
"OFF-AP/AH100757#4965=Office Supplies=Appliances=KitchenAid Stove, Red=304.08=281.28"
"FUR-TA/AS1063092#3350=Furniture=Tables=Barricks Round Table, Rectangular=324.4=449.19"
OFF-BI/CL1189018#5642=Office Supplies=Binders=Pressboard Data Binders by Wilson Jones=4.27=2.83
"OFF-AP/CA12265139#4735=Office Supplies=Appliances=Hoover Refrigerator, Black=350.46=318.92"
"TEC-MA/DB1297045#4207=Technology=Machines=Epson Printer, White=261.03=250.59"
"FUR-BO/PC1900048#3897=Furniture=Bookcases=Dania Floating Shelf Set, Metal=168.81=135.06"
"OFF-ST/VS218207#5701=Office Supplies=Storage=Rogers Lockers, Industrial=190.89=131.52"
"OFF-AP/AS10135140#3864=Office Supplies=Appliances=Cuisinart Microwave, Black=138.95=208.44"
"TEC-MA/AS13523#5573=Technology=Machines=Panasonic Printer, White=264.9=206.64"
"FUR-BO/JR1567027#5966=Furniture=Bookcases=Sauder Library with Doors, Metal=206.45=196.14"
"TEC-PH/MF1766527#5246=Technology=Phones=Motorola Audio Dock, Cordless=176.22=139.23"
"TEC-PH/EB13930139#3129=Technology=Phones=Apple Audio Dock, VoIP=166.98=128.58"
"OFF-PA/EB1397518#6092=Office Supplies=Paper=Speediset Carbonless Redi-Letter 7"""" x 8 1/2""""=8.25=5.46"
"OFF-AP/MV1748545#4730=Office Supplies=Appliances=Hoover Microwave, Black=277.26=277.29"
"TEC-PH/JW1595545#3801=Technology=Phones=Cisco Signal Booster, Full Size=153.12=148.53"
OFF-BI/LA1678027#3268=Office Supplies=Binders=Avery Durable Slant Ring Binders With Label Holder=3.34=2.17
"FUR-TA/FM1421564#3770=Furniture=Tables=Chromcraft Round Table, Fully Assembled=328=398.31"
OFF-AR/AB10150140#5301=Office Supplies=Art=Newell 323=1.68=1.24
"FUR-TA/MC1757518#3780=Furniture=Tables=Chromcraft Wood Table, with Bottom Storage=313.64=381.21"
TEC-PH/MC1763582#3183=Technology=Phones=Avaya IP Phone 1140E VoIP phone=278.99=206.45
"TEC-PH/JF541586#3818=Technology=Phones=Cisco Speaker Phone, with Caller ID=138.48=132.96"
"FUR-BO/AH1021018#3629=Furniture=Bookcases=Bush Corner Shelving, Mobile=126.51=123.99"
"OFF-AP/PO1919527#4737=Office Supplies=Appliances=Hoover Refrigerator, Silver=527.01=263.52"
"TEC-CO/BM1178527#4570=Technology=Copiers=Hewlett Copy Machine, Laser=165.89=186.96"
"FUR-BO/KD1634558#4391=Furniture=Bookcases=Global Adaptabilites Bookcase, Cherry/Storm Gray Finish=430.98=405.12"
"FUR-CH/TS21610139#5394=Furniture=Chairs=Novimex Rocking Chair, Adjustable=89.28=80.36"
"OFF-ST/AR1051027#4456=Office Supplies=Storage=Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h=91.99=88.31"
"FUR-TA/PG1889582#5067=Furniture=Tables=Lesro Training Table, Adjustable Height=144.53=126.48"
"FUR-TA/LC1705051#3357=Furniture=Tables=Barricks Wood Table, Fully Assembled=345.6=286.86"
"OFF-ST/DJ1342045#6282=Office Supplies=Storage=Tenex Trays, Industrial=49.22=53.07"
"FUR-CH/HK1489045#4429=Furniture=Chairs=Global Wood Trimmed Manager's Task Chair, Khaki=90.98=79.15"
"FUR-CH/HH5010129#5454=Furniture=Chairs=Office Star Swivel Stool, Adjustable=176.43=153.51"
OFF-PA/RR193157#4465=Office Supplies=Paper=Green Bar Computer Printout Paper=54.96=28.03
